#Scale: 0.116373
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 8501.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 11667 -4450.83 11827 11667 -3290.31 11827 0 0 0 0 0 0 0.1 0.158489
0.210017 -160 1795.02 0 -160 1795.02 0 0 0 0 0 0 0 0.158489 0.251189
0.332855 -160 0 0 -160 0 0 0 0 0 0 0 0 0.251189 0.398107
0.52754 913.892 -767.082 1073.89 913.892 -708.964 1073.89 0 0 0 0 0 0 0.398107 0.630957
0.836094 -160 0.317078 0 -160 0.317078 0 0 0 0 0 0 0 0.630957 1
1.32512 -160 0 0 -160 0 0 0 0 0 0 0 0 1 1.58489
2.10017 -160 0.00128174 0.000411987 -160 0.00128174 0.000411987 0 0 0 0 0 0 1.58489 2.51189
3.32855 -147.103 813.517 12.7689 -147.103 813.517 12.7592 0 0 0 0 0 0 2.51189 3.98107
5.2754 -159.97 7.38429 0.0299377 -159.97 7.45226 0.0299225 0 0 0 0 0 0 3.98107 6.30957
8.36094 279.314 850.323 432.954 279.314 850.323 432.954 0 0 0 0 0 0 6.30957 10
