#Peak halo masses in Msun
#Rejuvenation definition: at least 300Myr quenched, followed by at least 300Myr of star formation.
#Quenched threshold: 1e-11/yr
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) F_rejuv Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 309711
9.00 0 0 0 8.875 9.125 459125
9.25 0 0 0 9.125 9.375 1.17641e+06
9.50 0 0 0 9.375 9.625 2.14819e+06
9.75 0 0 0 9.625 9.875 2.10971e+06
10.00 0 0 0 9.875 10.125 1.32147e+06
10.25 0 0 0 10.125 10.375 680316
10.50 0 0 0 10.375 10.625 307991
10.75 0 0 0 10.625 10.875 133176
11.00 0 0 0 10.875 11.125 53283
11.25 0 0 0 11.125 11.375 19843
11.50 0 0 0 11.375 11.625 6452
11.75 0 0 0 11.625 11.875 1810
12.00 0 0 0 11.875 12.125 490
12.25 0 0 0 12.125 12.375 78
12.50 0 0 0 12.375 12.625 20
12.75 0 0 0 12.625 12.875 2
13.00 0 0 0 12.875 13.125 0
13.25 0 0 0 13.125 13.375 0
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
